tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,3492,0,live,IGH,"IGD1.1@, IGH@, IGHD@, IGHDY1, IGHJ, IGHJ@, IGHV, IGHV@, IGH",immunoglobulin heavy locus,"D (diversity) region of heavy chains|J (joining) region of heavy chains|immunglobulin heavy chain variable region|immunoglobulin heavy diversity cluster|immunoglobulin heavy diversity group|immunoglobulin heavy diversity locus|immunoglobulin heavy joining cluster|immunoglobulin heavy joining group|immunoglobulin heavy polypeptide, joining region|immunoglobulin heavy variable cluster|immunoglobulin heavy variable group",14q32.33,14,NC_000014.9,105586437,106879844,minus,0,"146,910,147,010,147,000"
9606,Homo sapiens,7364,0,live,UGT2B7,"UDPGT 2B7, UDPGT 2B9, UDPGT2B7, UDPGTH2, UDPGTh-2, UGT2B9",UDP glucuronosyltransferase family 2 member B7,"UDP-glucuronosyltransferase 2B7|3,4-catechol estrogen specific|3,4-catechol estrogen-specific UDPGT|UDP glucuronosyltransferase 2 family, polypeptide B7|UDP-glucuronosyltransferase 2B9|UDP-glucuronyltransferase, family 2, beta-7",4q13.2,4,NC_000004.12,69051375,69112987,plus,8,600068
9606,Homo sapiens,5063,0,live,PAK3,"ARA, MRX30, MRX47, OPHN3, PAK-3beta, XLID30, bPAK, beta-PAK, PAK3",p21 (RAC1) activated kinase 3,serine/threonine-protein kinase PAK 3|adriamycin resistance-associated|oligophrenin-3|p21 (CDKN1A)-activated kinase 3|p21 protein (Cdc42/Rac)-activated kinase 3,Xq23,X,NC_000023.11,110944324,111227361,plus,29,300142
9606,Homo sapiens,2170,0,live,FABP3,"FABP11, H-FABP, M-FABP, MDGI, O-FABP",fatty acid binding protein 3,"fatty acid-binding protein, heart|epididymis secretory sperm binding protein|fatty acid binding protein 11|fatty acid binding protein 3, muscle and heart|heart-type fatty acid-binding protein|mammary-derived growth inhibitor|muscle fatty acid-binding protein",1p35.2,1,NC_000001.11,31359595,31373618,minus,5,134651
9606,Homo sapiens,5055,0,live,SERPINB2,"HsT1201, PAI, PAI-2, PAI2, PLANH2",serpin family B member 2,"plasminogen activator inhibitor 2|monocyte Arg-serpin|placental plasminogen activator inhibitor|plasminogen activator inhibitor, type II (arginine-serpin)|plasminogen-activator inhibitor|serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 2|serpin B2|serpin peptidase inhibitor, clade B (ovalbumin), member 2|urokinase inhibitor",18q21.33-q22.1,18,NC_000018.10,63887705,63903890,plus,10,173390
9606,Homo sapiens,574501,0,live,MIR499A,"MIR499, MIRN499, hsa-mir-499a, mir-499a",microRNA 499a,hsa-mir-499|microRNA 499,20q11.22,20,NC_000020.11,34990376,34990497,plus,1,613614
9606,Homo sapiens,3113,0,live,HLA-DPA1,"DP(W3), DP(W4), DPA1, HLA-DP1A, HLA-DPA, HLA-DPB1, HLADP, HLASB, PLT1","major histocompatibility complex, class II, DP alpha 1","HLA class II histocompatibility antigen, DP alpha 1 chain|HLA DPA1|HLA-DPA1*01:03:01:New|HLA-DPA1*02:01:01:NEW|HLA-SB alpha chain|MHC class II DP alpha chain|MHC class II DP3-alpha|MHC class II HLA-DPA1 antigen|MHC class II antigen DP alpha chain|MHC class II protein",6p21.32,6,NC_000006.12,33064569,33080748,minus,6,142880
9606,Homo sapiens,91543,0,live,RSAD2,"cig33, cig5, vig1",radical S-adenosyl methionine domain containing 2,"radical S-adenosyl methionine domain-containing protein 2|cytomegalovirus-induced gene 5 protein|viperin|virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible",2p25.2,2,NC_000002.12,6865733,6898239,plus,7,607810
9606,Homo sapiens,5187,0,live,PER1,"PER, RIGUI, hPER",period circadian regulator 1,"period circadian protein homolog 1|Period, drosophila, homolog of|circadian clock protein PERIOD 1|circadian pacemaker protein RIGUI|hPER1|period circadian clock 1|period homolog 1",17p13.1,17,NC_000017.11,8140470,8156360,minus,24,602260
9606,Homo sapiens,3500,0,live,IGHG1,,immunoglobulin heavy constant gamma 1 (G1m marker),constant region of heavy chain of IgG1|immunoglobulin gamma 1 (Gm marker),14q32.33,14,NC_000014.9,105741473,105743070,minus,0,147100
9606,Homo sapiens,6473,0,live,SHOX,"GCFX, PHOGY, SS, SHOX",short stature homeobox,"short stature homeobox protein|growth control factor, X-linked|pseudoautosomal homeobox-containing osteogenic protein",X;Y,X,NC_000023.11,624344,659411,plus,7,"312,865,400,020"
9606,Homo sapiens,6473,0,live,SHOX,"GCFX, PHOGY, SS, SHOX",short stature homeobox,"short stature homeobox protein|growth control factor, X-linked|pseudoautosomal homeobox-containing osteogenic protein",X;Y,Y,NC_000024.10,624344,659411,plus,7,"312,865,400,020"
9606,Homo sapiens,64240,0,live,ABCG5,"STSL, STSL2",ATP binding cassette subfamily G member 5,"ATP-binding cassette sub-family G member 5|ATP-binding cassette, sub-family G (WHITE), member 5|sterolin 1",2p21,2,NC_000002.12,43806154,43838840,minus,15,605459
9606,Homo sapiens,5898,0,live,RALA,"HINCONS, RAL",RAS like proto-oncogene A,ras-related protein Ral-A|RALA Ras like proto-oncogene A|RAS-like protein A|Ras family small GTP binding protein RALA|ras related GTP binding protein A|v-ral simian leukemia viral oncogene homolog A (ras related),7p14.1,7,NC_000007.14,39622955,39708124,plus,8,179550
9606,Homo sapiens,8972,0,live,MGAM,"MG, MGA",maltase-glucoamylase,"maltase-glucoamylase, intestinal|brush border hydrolase|maltase-glucoamylase (alpha-glucosidase)",7q34,7,NC_000007.14,141986517,142106747,plus,75,154360
9606,Homo sapiens,8239,0,live,USP9X,"DFFRX, FAF, FAM, MRX99, MRXS99F, XLID99",ubiquitin specific peptidase 9 X-linked,"probable ubiquitin carboxyl-terminal hydrolase FAF-X|Drosophila fat facets related, X-linked|deubiquitinating enzyme FAF-X|fat facets in mammals|fat facets protein related, X-linked|hFAM|ubiquitin specific protease 9, X chromosome (fat facets-like Drosophila)|ubiquitin thioesterase FAF-X|ubiquitin thiolesterase FAF-X|ubiquitin-specific processing protease FAF-X|ubiquitin-specific protease 9, X chromosome",Xp11.4,X,NC_000023.11,41085420,41236579,plus,45,300072
9606,Homo sapiens,406885,0,live,MIRLET7C,"LET7C, MIRNLET7C, hsa-let-7c, let-7c",microRNA let-7c,,21q21.1,21,NC_000021.9,16539828,16539911,plus,1,612144
9606,Homo sapiens,2288,0,live,FKBP4,"FKBP51, FKBP52, FKBP59, HBI, Hsp56, PPIase, p52",FKBP prolyl isomerase 4,"peptidyl-prolyl cis-trans isomerase FKBP4|FK506 binding protein 4, 59kDa|HSP binding immunophilin|T-cell FK506-binding protein, 59kD|peptidylprolyl cis-trans isomerase|rotamase",12p13.33,12,NC_000012.12,2794970,2805423,plus,11,600611
9606,Homo sapiens,3799,0,live,KIF5B,"HEL-S-61, KINH, KNS, KNS1, UKHC",kinesin family member 5B,kinesin-1 heavy chain|conventional kinesin heavy chain|epididymis secretory protein Li 61|kinesin 1 (110-120kD)|kinesin heavy chain|ubiquitous kinesin heavy chain,10p11.22,10,NC_000010.11,32009015,32056425,minus,27,602809
9606,Homo sapiens,4016,0,live,LOXL1,"LOL, LOXL",lysyl oxidase like 1,lysyl oxidase homolog 1|lysyl oxidase-like protein 1,15q24.1,15,NC_000015.10,73926462,73952137,plus,9,153456
9606,Homo sapiens,23452,0,live,ANGPTL2,"ARP2, HARP",angiopoietin like 2,angiopoietin-related protein 2|angiopoietin-like protein 2,9q33.3,9,NC_000009.12,127087348,127122684,minus,6,605001
9606,Homo sapiens,52,0,live,ACP1,"HAAP, LMW-PTP, LMWPTP",acid phosphatase 1,"low molecular weight phosphotyrosine protein phosphatase|LMW-PTPase|acid phosphatase 1, soluble|acid phosphatase of erythrocyte|adipocyte acid phosphatase|cytoplasmic phosphotyrosyl protein phosphatase|low molecular weight cytosolic acid phosphatase|protein tyrosine phosphatase|red cell acid phosphatase 1|testicular secretory protein Li 37",2p25.3,2,NC_000002.12,264947,278283,plus,7,171500
9606,Homo sapiens,6584,0,live,SLC22A5,"CDSP, OCTN2",solute carrier family 22 member 5,solute carrier family 22 member 5|high-affinity sodium dependent carnitine cotransporter|organic cation/carnitine transporter 2,5q31.1,5,NC_000005.10,132369704,132395614,plus,11,603377
9606,Homo sapiens,6423,0,live,SFRP2,"FRP-2, SARP1, SDF-5",secreted frizzled related protein 2,secreted frizzled-related protein 2|SARP-1|sFRP-2|secreted apoptosis related protein 1|testicular tissue protein Li 170,4q31.3,4,NC_000004.12,153780591,153789083,minus,3,604157
9606,Homo sapiens,5473,0,live,PPBP,"B-TG1, Beta-TG, CTAP-III, CTAP3, CTAPIII, CXCL7, LA-PF4, LDGF, MDGF, NAP-2, PBP, SCYB7, TC1, TC2, TGB, TGB1, THBGB, THBGB1",pro-platelet basic protein,"platelet basic protein|C-X-C motif chemokine 7|CXC chemokine ligand 7|beta-thromboglobulin|chemokine (C-X-C motif) ligand 7|connective tissue-activating peptide III|leukocyte-derived growth factor|low-affinity platelet factor IV|macrophage-derived growth factor|neutrophil-activating peptide 2|small inducible cytokine B7|small inducible cytokine subfamily B, member 7|thrombocidin 1|thrombocidin 2|thromboglobulin, beta-1",4q13.3,4,NC_000004.12,73986439,73988190,minus,3,121010
9606,Homo sapiens,6421,0,live,SFPQ,"POMP100, PPP1R140, PSF",splicing factor proline and glutamine rich,"splicing factor, proline- and glutamine-rich|100 kDa DNA-pairing protein|DNA-binding p52/p100 complex, 100 kDa subunit|PTB-associated splicing factor|epididymis secretory sperm binding protein|polypyrimidine tract binding protein associated|polypyrimidine tract-binding protein-associated splicing factor|protein phosphatase 1, regulatory subunit 140|splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)|splicing factor proline/glutamine-rich",1p34.3,1,NC_000001.11,35176380,35193174,minus,13,605199
9606,Homo sapiens,1593,0,live,CYP27A1,"CP27, CTX, CYP27",cytochrome P450 family 27 subfamily A member 1,"sterol 26-hydroxylase, mitochondrial|5-beta-cholestane-3-alpha, 7-alpha, 12-alpha-triol 26-hydroxylase|5-beta-cholestane-3-alpha, 7-alpha, 12-alpha-triol 27-hydroxylase|cholestanetriol 26-monooxygenase|cytochrome P-450C27/25|cytochrome P450 27|cytochrome P450, family 27, subfamily A, polypeptide 1|cytochrome P450, subfamily XXVIIA (steroid 27-hydroxylase, cerebrotendinous xanthomatosis), polypeptide 1|sterol 27-hydroxylase|vitamin D(3) 25-hydroxylase",2q35,2,NC_000002.12,218781733,218815293,plus,9,606530
9606,Homo sapiens,407975,0,live,MIR17HG,"C13orf25, FGLDS2, LINC00048, MIHG1, MIRH1, MIRHG1, NCRNA00048, miR-17-92",miR-17-92a-1 cluster host gene,MIR17 host gene (non-protein coding)|long intergenic non-protein coding RNA 48|miR-17-92 cluster host gene (non-protein coding)|microRNA host gene (non-protein coding) 1|microRNA host gene 1 (non-protein coding)|mir-17-92 microRNA cluster,13q31.3,13,NC_000013.11,91347820,91354575,plus,2,609415
9606,Homo sapiens,5539,0,live,PPY,"PNP, PP",pancreatic polypeptide,pancreatic prohormone|pancreatic polypeptide Y|prepro-PP (prepropancreatic polypeptide),17q21.31,17,NC_000017.11,43940802,43944212,minus,6,167780
9606,Homo sapiens,57447,0,live,NDRG2,SYLD,NDRG family member 2,protein NDRG2|N-myc downstream regulator 2|N-myc downstream-regulated gene 2 protein|NDR1-related protein NDR2|cytoplasmic protein Ndr1|syld709613 protein,14q11.2,14,NC_000014.9,21016763,21070872,minus,22,605272
9606,Homo sapiens,2191,0,live,FAP,"DPPIVA, FAPalpha, SIMP, FAP",fibroblast activation protein alpha,prolyl endopeptidase FAP|170 kDa melanoma membrane-bound gelatinase|dipeptidyl peptidase FAP|gelatine degradation protease FAP|integral membrane serine protease|post-proline cleaving enzyme|seprase|surface-expressed protease,2q24.2,2,NC_000002.12,162170684,162243472,minus,30,600403
9606,Homo sapiens,4758,0,live,NEU1,"NANH, NEU, SIAL1",neuraminidase 1,sialidase-1|G9 sialidase|N-acetyl-alpha-neuraminidase 1|acetylneuraminyl hydrolase|exo-alpha-sialidase|lysosomal sialidase|sialidase 1 (lysosomal sialidase),6p21.33,6,NC_000006.12,31857659,31862821,minus,6,608272
9606,Homo sapiens,9046,0,live,DOK2,"p56DOK, p56dok-2",docking protein 2,"docking protein 2|docking protein 2, 56kD|docking protein 2, 56kDa|downstream of tyrosine kinase 2|p56(dok-2)",8p21.3,8,NC_000008.11,21908873,21913717,minus,5,604997
9606,Homo sapiens,4902,0,live,NRTN,NTN,neurturin,neurturin|prepro-neurturin,19p13.3,19,NC_000019.10,5805067,5828324,plus,3,602018
9606,Homo sapiens,1452,0,live,CSNK1A1,"CK1, CK1a, CKIa, HEL-S-77p, HLCDGP1, PRO2975",casein kinase 1 alpha 1,casein kinase I isoform alpha|CKI-alpha|clock regulator kinase|down-regulated in lung cancer|epididymis secretory sperm binding protein Li 77p,5q32,5,NC_000005.10,149492982,149551439,minus,11,600505
9606,Homo sapiens,1374,0,live,CPT1A,"CPT1, CPT1-L, L-CPT1",carnitine palmitoyltransferase 1A,"carnitine O-palmitoyltransferase 1, liver isoform|CPT I|CPTI-L|carnitine palmitoyltransferase 1A (liver)|carnitine palmitoyltransferase I, liver",11q13.3,11,NC_000011.10,68754620,68844410,minus,22,600528
9606,Homo sapiens,953,0,live,ENTPD1,"ATPDase, CD39, NTPDase-1, SPG64",ectonucleoside triphosphate diphosphohydrolase 1,ectonucleoside triphosphate diphosphohydrolase 1|CD39 antigen|ecto-ATP diphosphohydrolase 1|ecto-ATPDase 1|ecto-ATPase 1|ecto-apyrase|lymphoid cell activation antigen,10q24.1,10,NC_000010.11,95710901,95877266,plus,18,601752
9606,Homo sapiens,28514,0,live,DLL1,"DELTA1, DL1, Delta, NEDBAS",delta like canonical Notch ligand 1,delta-like protein 1|H-Delta-1|drosophila Delta homolog 1|epididymis secretory sperm binding protein,6q27,6,NC_000006.12,170282200,170291078,minus,11,606582
9606,Homo sapiens,4905,0,live,NSF,"DEE96, SEC18, SKD2","N-ethylmaleimide sensitive factor, vesicle fusing ATPase",vesicle-fusing ATPase|N-ethylmaleimide-sensitive factor-like protein|N-ethylmaleimide-sensitive fusion protein|NEM-sensitive fusion protein|epididymis secretory sperm binding protein|vesicular-fusion protein NSF,17q21.31,17,NC_000017.11,46590669,46757464,plus,21,601633
9606,Homo sapiens,56288,0,live,PARD3,"ASIP, Baz, PAR3, PAR3alpha, PARD-3A, PPP1R118, SE2-5L16, SE2-5LT1, SE2-5T2, PARD3",par-3 family cell polarity regulator,"partitioning defective 3 homolog|CTCL tumor antigen se2-5|PAR3-alpha|atypical PKC isotype-specific interacting protein|bazooka|par-3 family cell polarity regulator alpha|par-3 partitioning defective 3 homolog|protein phosphatase 1, regulatory subunit 118",10p11.22-p11.21,10,NC_000010.11,34109561,34815296,minus,26,606745
9606,Homo sapiens,4321,0,live,MMP12,"HME, ME, MME, MMP-12",matrix metallopeptidase 12,macrophage metalloelastase|matrix metallopeptidase 12 (macrophage elastase)|matrix metalloproteinase 12 (macrophage elastase),11q22.2,11,NC_000011.10,102862736,102874982,minus,10,601046
9606,Homo sapiens,54829,0,live,ASPN,"OS3, PLAP-1, PLAP1, SLRR1C",asporin,asporin|asporin (LRR class 1)|asporin proteoglycan|periodontal ligament associated protein 1|small leucine-rich protein 1C,9q22.31,9,NC_000009.12,92456205,92482506,minus,8,608135
9606,Homo sapiens,344,0,live,APOC2,"APO-CII, APOC-II",apolipoprotein C2,apolipoprotein C-II,19q13.32,19,NC_000019.10,44946051,44949565,plus,4,608083
9606,Homo sapiens,5880,0,live,RAC2,"EN-7, Gx, HSPC022, IMD73A, IMD73B, IMD73C, p21-Rac2",Rac family small GTPase 2,"ras-related C3 botulinum toxin substrate 2|Ras-related C3 botulinum toxin substrate 3 (rho family, small GTP-binding protein Rac2)|ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)|small G protein",22q13.1,22,NC_000022.11,37225270,37244269,minus,8,602049
9606,Homo sapiens,4638,0,live,MYLK,"AAT7, KRP, MLCK, MLCK1, MLCK108, MLCK210, MMIHS, MMIHS1, MSTP0831, smMLCK, MYLK",myosin light chain kinase,"myosin light chain kinase, smooth muscle|kinase-related protein|myosin, light polypeptide kinase|smooth muscle myosin light chain kinase|telokin",3q21.1,3,NC_000003.12,123610049,123884332,minus,39,600922
9606,Homo sapiens,54583,0,live,EGLN1,"C1orf12, ECYT3, HALAH, HIF-PH2, HIFPH2, HPH-2, HPH2, PHD2, SM20, ZMYND6",egl-9 family hypoxia inducible factor 1,egl nine homolog 1|HIF-prolyl hydroxylase 2|egl nine-like protein 1|hypoxia-inducible factor prolyl hydroxylase 2|prolyl hydroxylase domain-containing protein 2|zinc finger MYND domain-containing protein 6,1q42.2,1,NC_000001.11,231363756,231422332,minus,5,606425
9606,Homo sapiens,79727,0,live,LIN28A,"CSDD1, LIN-28, LIN28, ZCCHC1, lin-28A",lin-28 homolog A,"protein lin-28 homolog A|RNA-binding protein LIN-28|zinc finger CCHC domain-containing protein 1|zinc finger, CCHC domain containing 1",1p36.11,1,NC_000001.11,26410778,26429728,plus,5,611043
9606,Homo sapiens,3394,0,live,IRF8,"H-ICSBP, ICSBP, ICSBP1, IMD32A, IMD32B, IRF-8",interferon regulatory factor 8,interferon regulatory factor 8|interferon consensus sequence binding protein 1,16q24.1,16,NC_000016.10,85899162,85922609,plus,10,601565
9606,Homo sapiens,406982,0,live,MIR20A,"C13orf25, MIR17HG, MIR20, MIRH1, MIRHG1, MIRN20, MIRN20A, hsa-mir-20, hsa-mir-20a, miR-20, miRNA20A, mir-20a",microRNA 20a,Putative microRNA 17 host gene protein|Putative microRNA host gene 1 protein,13q31.3,13,NC_000013.11,91351065,91351135,plus,1,609420
9606,Homo sapiens,6943,0,live,TCF21,"POD1, bHLHa23",transcription factor 21,transcription factor 21|capsulin|class A basic helix-loop-helix protein 23|epicardin|pod-1|podocyte-expressed 1,6q23.2,6,NC_000006.12,133889113,133895537,plus,3,603306
9606,Homo sapiens,8021,0,live,NUP214,"CAIN, CAN, IIAE9",nucleoporin 214,"nuclear pore complex protein Nup214|CAN protein, putative oncogene|nucleoporin 214kDa",9q34.13,9,NC_000009.12,131125586,131234663,plus,37,114350
9606,Homo sapiens,114131,0,live,UCN3,"SCP, SPC, UCNIII",urocortin 3,urocortin-3|prepro-urocortin 3|stresscopin|ucn III|urocortin III,10p15.1,10,NC_000010.11,5364966,5374692,plus,2,605901
9606,Homo sapiens,56606,0,live,SLC2A9,"GLUT9, GLUTX, UAQTL2, URATv1",solute carrier family 2 member 9,"solute carrier family 2, facilitated glucose transporter member 9|GLUT-9|glucose transporter type 9|human glucose transporter-like protein-9|solute carrier family 2 (facilitated glucose transporter), member 9|urate transporter|urate voltage-driven efflux transporter 1",4p16.1,4,NC_000004.12,9771125,10040270,minus,27,606142
9606,Homo sapiens,2250,0,live,FGF5,"HBGF-5, Smag-82, TCMGLY",fibroblast growth factor 5,fibroblast growth factor 5|heparin-binding growth factor 5,4q21.21,4,NC_000004.12,80266588,80291017,plus,4,165190
9606,Homo sapiens,866,0,live,SERPINA6,CBG,serpin family A member 6,"corticosteroid-binding globulin|serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6|serpin A6|serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6|transcortin",14q32.13,14,NC_000014.9,94304248,94323336,minus,5,122500
9606,Homo sapiens,3908,0,live,LAMA2,"LAMM, MDC1A",laminin subunit alpha 2,"laminin subunit alpha-2|laminin M chain|laminin, alpha 2|laminin-12 subunit alpha|laminin-2 subunit alpha|laminin-4 subunit alpha|merosin heavy chain|mutant laminin subunit alpha 2",6q22.33,6,NC_000006.12,128883138,129516566,plus,69,156225
9606,Homo sapiens,1660,0,live,DHX9,"DDX9, LKP, NDH2, NDHII, RHA",DExH-box helicase 9,ATP-dependent RNA helicase A|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9|DEAH (Asp-Glu-Ala-His) box helicase 9|DEAH (Asp-Glu-Ala-His) box polypeptide 9|DEAH box protein 9|DEAH-box helicase 9|RNA helicase A|leukophysin|nuclear DNA helicase II,1q25.3,1,NC_000001.11,182839347,182887982,plus,29,603115
9606,Homo sapiens,146433,0,live,IL34,"C16orf77, IL-34",interleukin 34,interleukin-34,16q22.1,16,NC_000016.10,70579899,70660682,plus,10,612081
9606,Homo sapiens,2627,0,live,GATA6,,GATA binding protein 6,transcription factor GATA-6|GATA-binding factor 6,18q11.2,18,NC_000018.10,22169589,22202528,plus,7,601656
9606,Homo sapiens,729,0,live,C6,,complement C6,complement component C6|complement component 6,5p13.1,5,NC_000005.10,41142116,41261486,minus,23,217050
9606,Homo sapiens,54806,0,live,AHI1,"AHI-1, JBTS3, ORF1, dJ71N10.1",Abelson helper integration site 1,jouberin|abelson helper integration site 1 protein homolog|contatins SH3 and WD40 domains,6q23.3,6,NC_000006.12,135283532,135497771,minus,35,608894
9606,Homo sapiens,10681,0,live,GNB5,"GB5, IDDCA, LADCI, gbeta5",G protein subunit beta 5,"guanine nucleotide-binding protein subunit beta-5|G protein, beta subunit 5L|guanine nucleotide binding protein (G protein), beta 5|guanine nucleotide-binding protein, beta subunit 5L|transducin beta chain 5",15q21.2,15,NC_000015.10,52115100,52191392,minus,17,604447
9606,Homo sapiens,3425,0,live,IDUA,"IDA, MPS1, MPSI",alpha-L-iduronidase,alpha-L-iduronidase|iduronidase alpha-L-|mucopolysaccharidosis type I,4p16.3,4,NC_000004.12,986997,1004564,plus,16,252800
9606,Homo sapiens,3843,0,live,IPO5,"IMB3, KPNB3, Pse1, RANBP5, imp5",importin 5,importin-5|RAN binding protein 5|Ran_GTP binding protein 5|importin beta-3 subunit|importin subunit beta-3|karyopherin (importin) beta 3|karyopherin beta-3|ran-binding protein 5,13q32.2,13,NC_000013.11,97953641,98024296,plus,31,602008
9606,Homo sapiens,5976,0,live,UPF1,"HUPF1, NORF1, RENT1, UTF, pNORF1, smg-2",UPF1 RNA helicase and ATPase,"regulator of nonsense transcripts 1|ATP-dependent helicase RENT1|UPF1 regulator of nonsense transcripts homolog|delta helicase|nonsense mRNA reducing factor 1|smg-2 homolog, nonsense mediated mRNA decay factor|up-frameshift mutation 1 homolog|up-frameshift suppressor 1 homolog|yeast Upf1p homolog",19p13.11,19,NC_000019.10,18831405,18868230,plus,24,601430
9606,Homo sapiens,8751,0,live,ADAM15,MDC15,ADAM metallopeptidase domain 15,"disintegrin and metalloproteinase domain-containing protein 15|MDC-15|a disintegrin and metalloproteinase domain 15 (metargidin)|metalloprotease RGD disintegrin protein|metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15",1q21.3,1,NC_000001.11,155051316,155062775,plus,24,605548
9606,Homo sapiens,6948,0,live,TCN2,"D22S676, D22S750, II, TC, TC II, TC-2, TC2, TCII",transcobalamin 2,transcobalamin-2|macrocytic anemia|transcobalamin II|transcobalamin II; macrocytic anemia|vitamin B12-binding protein 2,22q12.2,22,NC_000022.11,30607174,30627271,plus,9,613441
9606,Homo sapiens,23558,0,live,WBP2,"DFNB107, GRAMD6, WBP-2",WW domain binding protein 2,WW domain-binding protein 2,17q25.1,17,NC_000017.11,75845699,75856436,minus,9,606962
9606,Homo sapiens,805,0,live,CALM2,"CALM, CALML2, CAM1, CAM3, CAMC, CAMII, CAMIII, LQT15, PHKD, PHKD2, caM",calmodulin 2,"calmodulin-2|Calmodulin-1|Calmodulin-3|LP7057 protein|calmodulin 2 (phosphorylase kinase, delta)|phosphorylase kinase delta|phosphorylase kinase subunit delta|prepro-calmodulin 2",2p21,2,NC_000002.12,47160082,47176936,minus,8,114182
9606,Homo sapiens,2131,0,live,EXT1,"EXT, LGCR, LGS, TRPS2, TTV",exostosin glycosyltransferase 1,exostosin-1|Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase|Langer-Giedion syndrome chromosome region|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase|exostoses (multiple) 1|glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase|multiple exostoses protein 1|putative tumor suppressor protein EXT1,8q24.11,8,NC_000008.11,117794490,118111826,minus,11,608177
9606,Homo sapiens,10457,0,live,GPNMB,"HGFIN, NMB, PLCA3",glycoprotein nmb,transmembrane glycoprotein NMB|glycoprotein (transmembrane) nmb|glycoprotein nmb-like protein|glycoprotein nonmetastatic melanoma protein B|hematopoietic growth factor inducible neurokinin-1 type|osteoactivin|transmembrane glycoprotein HGFIN,7p15.3,7,NC_000007.14,23246766,23275110,plus,12,604368
9606,Homo sapiens,10481,0,live,HOXB13,"HPC9, PSGD",homeobox B13,homeobox protein Hox-B13,17q21.32,17,NC_000017.11,48724763,48728750,minus,2,604607
9606,Homo sapiens,8036,0,live,SHOC2,"NSLH1, SIAA0862, SOC2, SUR8",SHOC2 leucine rich repeat scaffold protein,leucine-rich repeat protein SHOC-2|soc-2 suppressor of clear homolog,10q25.2,10,NC_000010.11,110919370,111013665,plus,11,602775
9606,Homo sapiens,432355,0,live,SLURP2,SLURP-2,secreted LY6/PLAUR domain containing 2,secreted Ly-6/uPAR domain-containing protein 2|secreted LY6/PLAUR domain-containing protein 2|secreted Ly-6/uPAR-related protein 2|secreted Ly6/uPAR related protein 2,8q24.3,8,NC_000008.11,142764338,142769828,minus,3,
9606,Homo sapiens,2875,0,live,GPT,"AAT1, ALT11, GPT",glutamic--pyruvic transaminase,alanine aminotransferase 1|alanine aminotransferase|alanine transaminase|glutamate pyruvate transaminase 1|glutamic--pyruvic transaminase 1|glutamic-alanine transaminase 1|glutamic-pyruvate transaminase (alanine aminotransferase),8q24.3,8,NC_000008.11,144503068,144507172,plus,12,138200
9606,Homo sapiens,7352,0,live,UCP3,SLC25A9,uncoupling protein 3,"mitochondrial uncoupling protein 3|solute carrier family 25 member 9|uncoupling protein 3 (mitochondrial, proton carrier)",11q13.4,11,NC_000011.10,74000277,74009085,minus,7,602044
9606,Homo sapiens,6781,0,live,STC1,STC,stanniocalcin 1,stanniocalcin-1,8p21.2,8,NC_000008.11,23841929,23854806,minus,4,601185
9606,Homo sapiens,57178,0,live,ZMIZ1,"MIZ, NEDDFSA, RAI17, TRAFIP10, ZIMP10",zinc finger MIZ-type containing 1,"zinc finger MIZ domain-containing protein 1|retinoic acid induced 17|zinc finger-containing, Miz1, PIAS-like protein on chromosome 10",10q22.3,10,NC_000010.11,79068966,79316519,plus,30,607159
9606,Homo sapiens,5896,0,live,RAG1,"RAG-1, RNF74",recombination activating 1,V(D)J recombination-activating protein 1|RING finger protein 74|recombination activating gene 1|recombination activating protein 1,11p12,11,NC_000011.10,36510353,36579762,plus,6,179615
9606,Homo sapiens,8929,0,live,PHOX2B,"CCHS, NBLST2, NBPhox, PMX2B",paired like homeobox 2B,paired mesoderm homeobox protein 2B|PHOX2B homeodomain protein|neuroblastoma Phox|neuroblastoma paired-type homeobox protein|paired like homeobox2B|paired mesoderm homeobox 2b,4p13,4,NC_000004.12,41744082,41748725,minus,3,603851
